Country Name,Country Code,Series Name,Series Code,2020 [YR2020]
Oman,OMN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,92.1680313333192
Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.4852828979492
Pakistan,PAK,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,90.3373369493084
Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Palau,PLW,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.5582727416003
Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.3360137939453
Panama,PAN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,94.3957926093894
Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,20.4961185455322
Papua New Guinea,PNG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,48.1070226075146
Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.7
Paraguay,PRY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.5934707827491
Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.2
Peru,PER,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,93.6079681449903
Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.3902893066406
Philippines,PHL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,94.0512327503984
Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Poland,POL,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,91.0888058086284
Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Portugal,PRT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.2320673881807
Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Puerto Rico,PRI,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Qatar,QAT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9766796628058
Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9952163696289
Romania,ROU,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,45.1901092529297
Rwanda,RWA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,63.4259387180091
Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Samoa,WSM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.3966472856546
San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
San Marino,SMR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,76.813606262207
Sao Tome and Principe,STP,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,77.317357139711
Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,64.3
Senegal,SEN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,83.8869032487823
Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Serbia,SRB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.2955251429795
Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Seychelles,SYC,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.4188435589863
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,26.3106842041016
Sierra Leone,SLE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,63.0675633656408
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Singapore,SGP,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Sint Maarten (Dutch part),SXM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Slovak Republic,SVK,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.7877013589871
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Slovenia,SVN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.5
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,72.8979263305664
Solomon Islands,SLB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,67.3010272697103
Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,49.8635635375977
Somalia,SOM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,56.4769729104123
South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,90
South Africa,ZAF,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,93.7647902920458
South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,7.2609338760376
South Sudan,SSD,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,40.9509272897971
Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9740982055664
Sri Lanka,LKA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,88.6959543081265
St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
St. Kitts and Nevis,KNA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
St. Lucia,LCA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.8878381709089
St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
St. Martin (French part),MAF,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.9328785494532
St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
St. Vincent and the Grenadines,VCT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,..
Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,59.6956977844238
Sudan,SDN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,62.7441109270103
Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.4032897949219
Suriname,SUR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.9896320628805
Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Sweden,SWE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.7280724118451
Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.0276184082031
Syrian Arab Republic,SYR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,94.0036367979491
Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.505744934082
Tajikistan,TJK,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,81.8524176009632
Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,39.9
Tanzania,TZA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,57.9702655871505
Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Thailand,THA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.0023727416992
Timor-Leste,TLS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,83.9742220966015
Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,54.1275978088379
Togo,TGO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,68.8910592142641
Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8634948730469
Tonga,TON,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.7374596276458
Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Trinidad and Tobago,TTO,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.8751707692306
Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9
Tunisia,TUN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.6926617389598
Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Turkmenistan,TKM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.4
Turks and Caicos Islands,TCA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.7705697805465
Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.4254760742188
Tuvalu,TUV,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.2182358260955
Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,42.139476776123
Uganda,UGA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,55.9611032232523
Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Ukraine,UKR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,93.5449854553326
United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
United Arab Emirates,ARE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,100
Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Uruguay,URY,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,99.4957570735158
Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Uzbekistan,UZB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,95.9578093461551
Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,67.2990570068359
Vanuatu,VUT,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,90.4890274363613
"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.9163208007813
"Venezuela, RB",VEN,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,93.6858007093452
Viet Nam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.8
Viet Nam,VNM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.6670224746456
Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Virgin Islands (U.S.),VIR,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,98.7182673758686
West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
West Bank and Gaza,PSE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,97.8804019584454
"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,73.8534622192383
"Yemen, Rep.",YEM,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,60.6635717973584
Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,44.6040687561035
Zambia,ZMB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,67.8240040188064
Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,52.7476674999602
Zimbabwe,ZWE,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,62.6664561104324
